Ryzen 3-4300U,Độ phân giải màn hình,Core i5-10210U,Core i7-9750HGTX 1650 4GB144Hz,Core i5-10300HGTX 1650 4GB 144Hz,8GB - 512GB VGA 3050,Ryzen 7-5800H  RTX3050 4GB - 165Hz,Loại card đồ họa,15 Inches512GB,Độ phân giải ,R5-5500U  8GB - 256GB,7GPU  16GB - 256GB,"Core i5-1135G7512GB - 14""",1star,Core i5-10210U8GB - 512GB,Cổng giao tiếp,Core i5-1035G7 8 GB / 128 GB,Loại RAM,M1 Pro  10 CPU - 16 GPU  16GB - 512GB,Core i5 1.4Ghz512GB,8GB - 256GB  VGA 1650,Chất liệu,Core i7-1065G716GB - 256GB,Kích thước màn hình,Core i7-1165G7  16GB - 1TB SSD,8GPU16GB - 512GB,Core i716GB - 1TB,Ryzen 5-4600HGTX1 650Ti 4GB - 144Hz,Kích thước, Core i5-10300HGTX 1650 4GB120Hz,I5-1135G7 8GB - 256GB,Ryzen 5-5600HGTX1650 4GB - 144Hz,3star,8GPU8GB - 512GB,Trọng lượng,Core i5-1035G48GB - 256GB,Core i7-10510U,Core i7-10750HGTX 1660Ti 6GB144Hz,Core i716GB - 512GB,R5-5600H - 144Hz - VGA 4GB RX5500M,special_price,Core i5-10300H  GTX1650TI - 144HZ,Ryzen 5-4680U 8 GB / 256 GB,Chất liệu tấm nền,Ryzen 5-5600H RTX3050 4GB - 165Hz,"i5-1135G 14""Intel Iris Xe Graphics",Core i7-10510U8GB - 1TB,17 Inches512GB,Core i5 2Ghz512GB,128GB,Pin,"Core i7-10750HRTX 2060 16GB15.6"" 144Hz",M1 Max  10 CPU - 32 GPU,16GB - 256GB,14 Inches256GB,Core i5-1035G7  8 GB / 256 GB,I5-11400H - VGA 4GB RTX3050TI - 144Hz,Core i7-10750HGTX 1650Ti 4GB144Hz,Core i3-10110U,Bluetooth,I3-1115G48GB - 128GB,Core i7-11370HRTX 3050Ti 4GB144Hz,Ryzen 5-4600HGTX 1650 4GB - 144Hz,I7-11800H - VGA 4GB RTX3050 - 144Hz,Ryzen 7-3700U8GB - 512GB,Đèn bàn phím,Core i58GB - 256GB,Hệ điều hành,5star,"i7-1165G7 14""Intel Iris Xe Graphics",Core i7-11370HGTX1650 4GB - 144Hz,Màn hình cảm ứng,4star,M1 Pro  8 CPU - 14 GPU  16GB - 512GB ,Ryzen 7-3750H8GB - 512GB,"Core i5-1135G7256GB - 14""",Core i3-1115G48GB - 512GB,Core i7-1165G78GB - 512GB,Ryzen 5-3550H8GB - 512GB,"i5-10210U 13.3""Intel UHD Graphics",Core i5-1135G716GB - 512GB,Loại CPU,7GPU8GB - 256GB,R7-5800H - 144Hz - VGA 4GB RX5500M,Core i7-9750HGTX 1650 4GB120Hz,Wi-Fi,R5-4600H  GTX 1650 4GB,8GPU8GB - 256GB,Ryzen 3-3250U4GB - 256GB,old_price,Core i516GB - 512GB,Core i7-10750HGTX 1650Ti 4GB 120Hz,256 GB,I5-1135G7 - 8GB - 512GB ,Core i7-10750HGTX1650 4GB - 144Hz,Công nghệ âm thanh,I7-11370H - /VGA 4GB RTX3050 - 120Hz,14 Inches512GB,I3-1115G4 4GB - 128GB,Core i5 1.4Ghz256GB,Core i5-1135G78GB - 128GB,Core i7-10870HGTX 1650Ti144Hz,comment_count,8GPU16GB - 256GB,8GB - 512GB,2star,Ryzen 5-3500U8GB - 512GB,Core i7-1165G716GB - 1TB,PENT N5030  4GB - 128GB,url,Dung lượng RAM,Webcam,Core i5-1135G78GB - 512GB,"Core i5-1135G7512GB - 15.6""VGA 2GB",I5-11400H - VGA 6GB RTX3060 - 144Hz,R5-4600H - 144Hz - VGA 3GB RX5300M ,"Core i7-10750HRTX 2070 8GB15.6"" 300Hz",I5-11300H - VGA 4GB RTX3050 - 120HZ,Core i7-10750HGTX 1650Ti 4GB - 120Hz,I3-1005G1  4GB - 128GB,Core i5-10300HGTX 1650Ti 4GB120Hz,"Core i5-1135G7512GB - 15.6""",I5-11400H - VGA 4GB RTX3050 - 144Hz,M1 Pro  10 CPU - 16 GPU  16GB - 1TB,Khe đọc thẻ nhớ,Tính năng đặc biệt,16GB - 512GB,"i5-1035G 15.6""NVIDIA GeForce MX350 2GB",Core i3-1115G44GB - 256GB,Công nghệ màn hình,Ryzen 7-4800HGTX 1650 4GB120Hz,R5-4600H1650Ti 4GB + 144Hz,I5-1035G1  8GB - 256GB,Core i5-10300HGTX1650TI 4GB144Hz,item_name,8GB - 256GB,Ryzen 5-3500U4GB - 256GB,Ryzen 5-4500U8GB - 512GB,"Core i3-1115G4256GB - 14""",Core i5-1035G48GB - 128GB,Ryzen 7-5800HRTX 3060 6G - 144Hz,Core i5-11300HGTX1650 4GB - 144Hz,Core i716GB - 256GB,Ryzen 5-4500U,Core i7-10870HGTX 1660Ti 6GB144Hz,Ryzen 7-4800HGTX 1650Ti 4GB - 144Hz,I7-11800H - VGA 4GB RTX3050TI - 144Hz,Core i3-1005G14GB - 128GB,Ryzen 5 Pro-4650U8GB - 512GB,Ryzen 7-4800HGTX 1660Ti 6GB144Hz,"Core i5-10300HGTX 1650 4GB15.6"" 120Hz",Core i58GB - 512GB,I7-1165G7 - 16GB - 512GB,Ổ cứng
,1920 x 1080 pixels (FullHD),,,,,,Intel® UHD Graphics,,Full HD,,,,0,,"1 x SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge) 2 x SuperSpeed USB Type-A 5Gbps signaling rate 1 x HDMI 2.0 1 x headphone/microphone combo",,"DDR4 3200MHz, 2 khe cắm tối đa 16GB",,,,Vỏ nhựa,,15.6 inches,,,,,36.02 x 23.4 x 1.79 cm,,,,0,,1.75 kg,,,,,,,,,Tấm nền IPS,,,,,,,3Cell 41WHrs,,,,,,,,,v5.0,,,,,,,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,"Intel® Core™ i3-1125G4, 2.00GHz up to 3.70GHz, 4 nhân 8 luồng",,,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi®,,,,,,,,,,,,,,,,,0,,,0,,,,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0542tu-4p5g9pa.html,4GB,,,,,,,,,,,,,,Có,Ổ cứng SSD,,,,,,,,,Laptop HP Pavilion 15-EG0542TU 4P5G9PA,,,,,,,,,,,,,,,,,,,256GB SSD PCIe® NVMe™ M.2
,1920 x 1080 pixels (FullHD),,,,,,Intel Iris Xe Graphics,,Full HD,,,,0,,"2x Thunderbolt™ 4 USB-C® (up to 40 Gbps, DisplayPort and power delivery support) 1x USB 3.2 Gen 2 Type-A 1x HDMI 1x RJ45 LAN via micro HDMI port 1x Audio combo jack 1x FingerPrint",,"LPDDR4x 4267MHz, không hỗ trợ nâng cấp",,,,Vỏ kim loại,,14 inches,,,,,320 x 203 x 14.9 (mm),,,,0,,1.005g,,,,,,,,,Tấm nền IPS,,,,,,,4 Cell 66WHr Lithium-Polymer,,,,,,,,,v5.0,,,,,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,,,,WiFi 6 802.11AX (2x2),,,,,,,,,,"Stereo 2 W Speakers, chứng nhận bởi Harman Kardon",,,,,,,11,,,0,,,,https://cellphones.com.vn/laptop-asus-expertbook-b9400cea-kc0558t.html,8GB,720p HD camera; IR camera,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay, Nhận diện khuôn mặt",,,,"Màn hình chống lóa, 72% NTSC, 100% sRG",,,,,Laptop ASUS Expertbook B9400CEA-KC0558T,,,,,,,,,,,,,,,,,,,512GB SSD PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE)
,1920 x 1080 pixels (FullHD),,,,,,Intel Iris Xe Graphics,,Full HD,,,,0,,2x Thunderbolt™ 4 supports display / power delivery 1x USB 3.2 Gen 1 Type-A 1x HDMI 1.4,," LPDDR4X 4267MHz, không hỗ trợ nâng cấp",,,,Vỏ nhựa,,13.3 inches,,,,,30.5 x 21.1 x 1.19 ~ 1.39 (cm),,,,0,,1.3 kg,,,,,,32.490.000,,,Tấm nền OLED/AMOLED,,,,,,,4 Cell 67WHr,,,,,,,,,v5.0,,,,,,Có,,Windows 10 Home SL ,0,,,Có,0,,,,,,,,,Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,,,,802.11 AX (2X2),,,,33.990.000,,,,,," Audio by Harman/KardonSonic, Master audio",,,,,,,9,,,0,,,,https://cellphones.com.vn/laptop-asus-zenbook-flip-ux363ea-hp548t.html,16GB,"Camera IR, HD webcam",,,,,,,,,,,,,Không,"Ổ cứng SSD, Wi-Fi 6",,,,"DCI-P3: 100%, 400 nits, OLED",,,,,Laptop ASUS ZenBook Flip UX363EA-HP548T,,,,,,,,,,,,,,,,,,,512GB SSD PCIE G3x4
,1920 x 1080 pixels (FullHD),,,,,,Intel Iris X Graphics,,Full HD,,,,0,,1x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C 2x USB 2.0 Type-A 1x HDMI 1.4 1x 3.5mm Combo Audio Jack,,"DDR4 3200, 1 khe cắm hỗ trợ tối đa 16GB",,,,Vỏ nhựa,,14 inches,,,,,32.54 x 21.60 x 1.99 cm,,,,0,,1.55 kg,,,,,,16.590.000,,,Tấm nền IPS,,,,,,,"2-cell , 37WHrs",,,,,,,,,v5.0,,,,,,,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,"Intel Core i5-1135G7 upto 4.20GHz, 4 cores 8 threads, 8MB Cache",,,,Wi-Fi 5(802.11ac),,,,16.990.000,,,,,,2 Loa,,,,,,,4,,,0,,,,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-eb265t.html,4GB,,,,,,,,,,,,,,Có,Ổ cứng SSD,,,,"LED Backlit, 250nits, NTSC: 45%",,,,,Laptop ASUS VivoBook X415EA-EB265T,,,,,,,,,,,,,,,,,,,512GB SSD M.2 NVMe™ PCIe® 3.0
,1920 x 1080 pixels (FullHD),,,,,,Intel Iris Xe Graphics,,Full HD,,,,0,,1x USB 3.2 Gen 2 Type-C port with DisplayPort alt mode/Power Delivery 2x USB 3.2 Gen 1 Type-A ports 1x HDMI 1.4b 1x Headset Jack 1x power-adapter port Finger Print,,"DDR4 3200MHz, 2 khe cắm tối đa 32GB ",,,,Vỏ nhựa,,15.6 inches,,,,,355 x 228 x 17.9 (mm),,,,0,,1.75 kg,,,,,,22.490.000,,,Tấm nền VA,,,,,,,4 Cell 54WHr,,,,,,,,,v5.1,,,,,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,Intel Core i5-11300H 2.6GHz up to 4.4GHz 8MB,,,,Intel Wi-Fi 6 2x2 (Gig+),,,,22.990.000,,,,,,Realtek High Definition Audio,,,,,,,3,,,0,,,,https://cellphones.com.vn/laptop-dell-insprion-15-5510-0wt8r1.html,8GB,HD 720p ,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6",,,,Màn hình chống loá,,,,,Laptop Dell Inspiron 15 5510 0WT8R1,,,,,,,,,,,,,,,,,,,256GB SSD M.2 PCIE (Còn trống 1 khe SSD M.2 PCIE)
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA GeForce GTX 1650 4GB GDDR6 + AMD Radeon™ Graphics,,Full HD,,,,0,,2x USB 3.2 Gen 1 ports with one featuring power-off USB charging 1x USB 3.2 Type-C (up to 5 Gbps) 1x USB 2.0 port 1x 3.5 mm jack 1x HDMI 1x Ethernet (RJ-45) ,,"DDR4 3200MH, 2 khe cắm tối đa 32GB",,,,,,15.6 inches,,,,,363.4 x 254.5 x 22.9 (mm),,,,0,,2.1 kg,,,,,,20.490.000,,,Tấm nền IPS,,,,,,,4 Cell 48Whr,,,,,,,,,v5.1,,,,,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,AMD Ryzen 5-5500U 2.1GHz up to 4.0GHz 8MB,,,,Wi-Fi 6(Gig+)(802.11ax) (2x2),,,,20.990.000,,,,,,True Harmony; Dolby Audio Premium,,,,,,,0,,,0,,,,https://cellphones.com.vn/laptop-acer-aspire-7-a715-42g-r1sb.html,8GB,HD 720p ,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6",,,,"Tần số quét 144Hz, LED LCD",,,,,Laptop Acer Gaming Aspire 7 A715-42G-R1SB NH.QAYSV.005,,,,,,,,,,,,,,,,,,,256GB PCIe® NVMe™ M.2 SSD
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA® GeForce® RTX™ 3050 4GB GDDR6 Boost up to 1057.5MHz at 35W (50W with Dynamic Boost),,Full HD,,,,0,,1x USB 3.2 Gen 1 Type-C 1x USB 3.2 Gen 1 Type-A 2x USB 2.0 Type-A 1x HDMI 1.4 1x DC-in 1x 3.5mm Combo Audio Jack FingerPrint,,DDR4 3200MHz,,,,,,15.6 inches,,,,,35.98 x 23.53 x 1.89 ~ 1.99 (cm),,,,0,,1.65kg,,,,,,,,,Tấm nền OLED/AMOLED,,,,,,,3 Cells 63WHrs,,,,,,,,,v5.0,,,,,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,AMD Ryzen 7 5800HS 3.0GHz up to 4.3GHz 16MB,,,,Wi-Fi 6 802.11 ax (2x2),,,,,,,,,,Harman Kardon,,,,,,,0,,,0,,,,https://cellphones.com.vn/laptop-asus-vivobook-pro-m3500qc-l1085t.html,16GB,HD 720p ,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6",,,,"100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors",,,,,Laptop ASUS VivoBook Pro M3500QC-L1085T,,,,,,,,,,,,,,,,,,,512GB M.2 NVMe™ PCIe® 3.0 SSD
,1920 x 1080 pixels (FullHD),,,,,,Intel UHD Graphics,,Full HD,,,,0,,"1 cổng USB 3.1 Gen 1 Type-C 2 cổng USB 3.1 Gen 1 Type-A 1 cổng Headphone/Microphone combo jack, SD-card reader",,"DDR4 2666MHz, 2 khe RAM, hỗ trợ tối đa 16GB",,,,,,14 inches,,,,,32.4 x 22.5 x 1.79 cm,,,,0,,1.47 kg,,,,,,17.990.000,,,Tấm nền IPS,,,,,,,3 Cell (41.7Wh),,,,,,,,,Bluetooth 5.0,,,,,,,,Windows 10 Home SL,0,,,Không,0,,,,,,,,,"Intel® Core™ i5-1035G1, tốc độ 1.10GHz tối đa lên đến 3.60GHz, 4 nhân 8 luồng, 6MB bộ nhớ đệm",,,,802.11 ac,,,,19.190.000,,,,,,,,,,,,,29,,,0,,,,https://cellphones.com.vn/laptop-hp-340s-g7-36a35pa.html,8GB,,,,,,,,,,,,,,Có,"Ổ cứng SSD, Bảo mật vân tay",,,,"Màn hình chống chói, độ sáng 250 nit, 45% NTSC",,,,,Laptop HP 340s G7 36A35PA,,,,,,,,,,,,,,,,,,,512GB SSD PCIe (M.2 2280)
,2560 x 1600 pixels (2K),,,,,,Intel Iris Xe Graphics,,2K (Quad HD),,,,0,,2 x USB 3.2 Gen2 2 x USB Type-C Thunderbolt 4 1 x HDMI,,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",,,,,,16 inches,,,,,"""355.9 x 243.4 x 16.8 mm",,,,0,,"1,190g",,,,47.400.000,,45.400.000,,,Tấm nền IPS,,,,,,,80WHrs 10.336mAh,,,,,,,,,v5.1,,,,,,Có,,Windows 10 Home SL,0,,,Không,0,,,,,,,,,"Intel Core™ i7-1165G7, tốc độ 2.80GHz tối đa 4.70GHz, 4 nhân 8 luồng, 12MB bộ nhớ đệm",,,,"Intel Wireless-AX201 (802.11ax, 2x2, Dual Band, BT Combo)",,,,48.900.000,,,,,, DTS X:Ultra Audio,,,,,,,2,,,0,,,,https://cellphones.com.vn/laptop-lg-gram-16-2021-ssd-256gb.html,16GB,HD webcam,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng, Bảo mật vân tay",,,,"99% DCI-P3, 60Hz, Tấm nền IPS, Chống chói Anti Glare",,,,,Laptop LG Gram 2021 16Z90P-G.AH73A5 16 inch,,,,,,,,45.400.000,,,,,,,,,37.400.000,,256GB SSD PCIe NVMe M.2
,1080 x 1920 pixels (FullHD),,,,,,AMD Radeon™ Graphics,,Full HD,,,,0,,1x USB 2.0 Type-A  1x USB 3.2 Gen 2 Type-A  1x USB 3.2 Gen 2 Type-C  1x HDMI 1.4  1x Jack 3.5mm,,"DDR4 3200MHz 8GB (4GB onboard + 4GB), 1 khe hỗ trợ tối đa 20GB",,,,,,15.6 inches,,,,,35.98 x 23.53 x 1.86 cm,,,,0,,1.8kg,,,,,,17.990.000,,,Tấm nền TN,,,,,,,3 cell /42WHrs,,,,,,,,,v5.0,,,,,,,,Windows 10 Home,0,,,Không,0,,,,,,,,,AMD Ryzen™ 7-5700U,,,,Wi-Fi 6(802.11ax),,,,18.790.000,,,,,,"Sonic Master, harmon/ kardon//harman/kardon (Mainstream)",,,,,,,30,,,0,,,,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-ej033t.html,8GB,720p HD camera,,,,,,,,,,,,,,"Ổ cứng SSD, Wi-Fi 6, Bảo mật vân tay",,,,"Độ sáng 200nits, chống chói 45% NTSC ",,,,,Laptop ASUS VivoBook M513UA-EJ033T,,,,,,,,,,,,,,,,,,,512GB SSD
,,,,,,,Intel Iris Xe Graphics,,Full HD,,,,0,,2 x USB 2.0  1 x HDMI Card Reader,,8Gb (2 Khe cắm / Hỗ trợ tối đa 16GB),,,,,,14 inches,,,,,36.4 x 24.9 x 1.99 cm,,,,0,,1.58 kg,,,,,,18.490.000,,,,,,,,,,3 Cell,,,,,,,,,4.1,,,,,,,,Windows 10 Home,0,,,Không,0,,,,,,,,,Core i5 1135G7 2.4 Ghz up to 4.2Ghz-8Mb,,,,802.11 a/b/g/n/ac,,,,19.990.000,,,,,,,,,,,,,19,,,0,,,,https://cellphones.com.vn/laptop-dell-vostro-3400-70253900.html,8GB,,,,,,,,,,,,,,,Ổ cứng SSD,,,,,,,,,Laptop Dell Vostro 3400 70253900,,,,,,,,,,,,,,,,,,,256Gb
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA GeForce RTX 3050   Ti 4GB GDDR6,,Full HD,,,,0,,"1 x 3.5mm Audio Jack1 x HDMI 2.01 x Type C USB3.1 (GEN2) support DP function1x RJ45, 3 x Type A USB3.1 (GEN1)1 x 3.5mm Audio Jack1 x HDMI 2.01 x Type C USB3.1 (GEN2) support DP function1x RJ45, 3 x Type A USB3.1",,"DDR4 3200MHz, 2 khe cắm hỗ trợ  tối đa 32GB",,,,,,15.6 inches,,,,,35.4(W) x 25.9(D) x 2.07 ~ 2.6(H) cm,,,,0,,2.1 kg,,,,,,30.490.000,,,Tấm nền IPS,,,,,,,"4-cell, 56WHrs",,,,,,,,,Bluetooth 5.1,,,,,,Có,,Windows 10 Home SL,0,,,Không,0,,,,,,,,,"AMD Ryzen 7 5800H 3.2 GHz  (16M Cache, up to 4.4 GHz)",,,,Intel Wi-Fi 6(Gig+)(802.11ax),,,,30.990.000,,,,,,Dolby Atmos,,,,,,,9,,,0,,,,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513qe-hn010t.html,16GB,Không hỗ trợ,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6",,,,"Tần số quét 144Hz,  màn hình chống loá",,,,,Laptop ASUS Gaming ROG Strix G15 G513QE-HN010T,,,,,,,,,,,,,,,,,,,512GB SSD NVMe M.2 PCIe Gen 3 x 4
,1920 x 1080 pixels (FullHD),,,,,,Intel® Iris® Plus Graphics,29.080.000,Full HD,,,,0,,"HDMI, USB 3.0 x 3, UFS, Micro SD, RJ45 Ethernet, DC-In",,8GB Onboard DDR4 3200MHz (1 Khe cắm / Hỗ trợ tối đa 16GB),,,,,,15 inches,,,,,357.6 x 225.3 x 16.8 mm,,,,0,,"1,120g",,,,,,29.080.000,,,,,,,33.190.000,,,"80Wh Li-Ion (10,336mAh), 4 cell lithium ion (polymer)",,,,22.890.000,,,,,5.0,,,,,,,,Windows 10 Home / Free OS,0,,,Không,0,,,,,,,,,Intel® Core™ i5-1035G7 1.20GHz/3.70GHz,,,,Intel Wi-Fi 6 AX201D2W,,,,36.990.000,,,,,,,,24.280.000,,,,,7,,,0,,,,https://cellphones.com.vn/laptop-lg-gram-15z90n-v-ar55a5-2020-chip-core-i5-1035g7-ram-8gb-ssd-512gb-15inch.html,8GB,,,,,,,,,,,,,,Có,"Ổ cứng SSD, Wi-Fi 6",,,,IPS,,,,,Laptop LG gram 2020 15Z90N-V.AR55A5,,,,,,,,,,,,,,,,,,,512GB M.2 2280 NVMe SSD PCI-e
,1920 x 1080 pixels (FullHD),,,,,,Integrated Intel Iris Xe Graphics,,Full HD,,,,0,,"Two USB 3.2 Gen 1 (one Always on), one USB 3.2 Type-C Gen 1 (with the function of Power Delivery 3.0 and DisplayPort 1.4), 1 x HDMI 1.4b, 1 x headphone / microphone combo jack",,"DDR4 3200MHz, không hỗ trợ nâng cấp",,,,Vỏ kim loại,,14 inches,,,,,321.57mm x 211.59mm x 17.9mm,,,,0,,1.39kg,,,,,,18.990.000,,,Tấm nền IPS,,,,,,,"3 cell, 44,5Wh",,,,,,,,,v5.1,,,,,,Có,,Windows 10 Home SL,0,,,Không,0,,,,,,,,,"Intel Core i5-1135G7, 4.20GHz, 8 MB cache, 4 cores 8 threads",,,,Intel Wi-Fi 6 AX201(2*2 ax),,,,19.990.000,,,,,,2 Loa,,,,,,,10,,,0,,,,https://cellphones.com.vn/laptop-lenovo-ideapad-5-14itl05-82fe00llvn.html,8GB,HD Camera,,,,,,,,,,,,,,"Ổ cứng SSD, Bảo mật vân tay",,,,"14.0 inch FHD (1920x1080) IPS 300nits Anti-glare, 45% NTSC",,,,,Laptop Lenovo Ideapad 5 14ITL05,,,,,,,,,,,,,,,,,,,512GB SSD M.2 2242 PCIe NVMe 3.0x4
,5120 x 2880 pixels,,,,,,Radeon Pro 5300 with 4GB of GDDR6 memory,,Retina,,,,0,,"SDXC card slot (UHS-II) jack 3.5mm 4 x USB-A ports 2 x Thunderbolt 3 (USB-C) hỗ trợ: DisplayPort; Thunderbolt (up to 40 Gbps); USB 3.1 Gen 2 (up to 10 Gbps); Thunderbolt 2, HDMI, DVI, and VGA supported using adapters Gigabit Ethernet",,2666MHz DDR4,,,,,,27 inches,,,,,51.6 x 65 x 20.3cm,,,,0,,8.92 kg,,,,,,52.000.000,,,Tấm nền IPS,,,,,,,,,,,,,,,,v4.2,,,,,,,,MacOS,0,,,,0,,,,,,,,,"3.3GHz 6‑core 10th-generation Intel Core i5, Turbo Boost up to 4.8GHz",,,,Wi-Fi 802.11 a / b / g / n / ac,,,,55.990.000,,,,,,,,,,,,,0,,,0,,,,https://cellphones.com.vn/imac-27-inch-2020-5k-512gb.html,8GB,,,,,,,,,,,,,,Có,,,,,Wide color (P3),,,,,Apple iMac 27 5K 2020 i5 3.3 8GB 512GB Radeon 5300 Chính Hãng (MXWU2),,,,,,,,,,,,,,,,,,,512GB SSD
,1920 x 1080 pixels (FullHD),,,,,,Intel UHD Graphics,,Full HD,,,,0,,2x USB 3.2 Gen 1 ports 1x USB 2.0 port 1x HDMI 1.4 port 1x Audio jack,,"4GB (4x1) DDR4 2666MHz, 2 khe cắm tối đa 16GB",,,,Vỏ nhựa,,15.6 inches,,,,,358.5 x 235.56 x 18.99 mm,,,,0,,1.73 kg,,,,,,14.990.000,,,Tấm nền VA,,,,,,,3 Cell 41WHr,,,,,,,,,v5.0,,,,,,,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,Intel Core i3-1115G4 1.7GHz up to 4.1GHz 6MB,,,,802.11 AC,,,,15.290.000,,,,,,"Stereo speakers, 2 W x 2 = 4 W total",,,,,,,0,,,0,,,,https://cellphones.com.vn/laptop-dell-inspiron-3511-p112f001abl.html,4GB,HD 720p ,,,,,,,,,,,,,Có,"Ổ cứng SSD, Viền màn hình siêu mỏng",,,,Màn hình chống loá,,,,,Laptop Dell Inspiron 3511 P112F001ABL,,,,,,,,,,,,,,,,,,,256GB SSD M.2 PCIE
,1920 x 1080 pixels (FullHD),,,,,,NVIDIA GeForce RTX 3050 Ti 4GB GDDR6,,Full HD,,,,0,,1 x USB Type-C hỗ trợ: USB 3.2 Gen 2 (up to 10 Gbps) DisplayPort over USB-C Thunderbolt 4 USB charging 5 V; 3 A 1 x USB 3.2 Gen 2 hỗ trợ sạc 2 x USB 3.2 Gen 1 1 x HDMI 1 x combo jack tai nghe 3.5 mm,,"DDR4 3200MHz, 2 khe cắm hỗ trợ tối đa 32GB",,,,Vỏ nhựa,,15.6 inches,,,,,363.4 (W) x 255 (D) x 23.9 (H) mm,,,,0,,2.2 kg,,,,,,,,,Tấm nền IPS,,,,,,,"4-cell, 57.5 Wh",,,,,,Giá liên ,,,v5.1,,,,26.230.000,,Có,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,"Intel Core i5-11400H (2.70GHz up to 4.50GHz, 12MB Cache)",,,,KillerTM Wi-Fi 6 AX 1650i,,,,,,,,,,2 Loa,,,,,,,2,,,0,,,,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-57-57mx.html,8GB,,,,Giá liên ,,,,,,,,24.390.000,,Có,"Ổ cứng SSD, Wi-Fi 6, Viền màn hình siêu mỏng",,,,Tần số quét 144Hz,,,,,Laptop Gaming Acer Nitro 5 Eagle AN515-57-57MX NH.QD9SV.002,,,,,,,,,,,,27.390.000,,,,,,,"512GB PCIe NVMe SSD ( nâng cấp tối đa 2TB SSD PCIe Gen3, 8 Gb/s, NVMe và 2TB HDD 2.5-inch 5400 RPM)"
,1920 x 1080 pixels (FullHD),,,,,,Intel® Iris Xe Graphics,,Full HD,,,,0,,2 x USB 3.1 Gen 1 Type-A 1 x USB 3.1 Gen 1 Type-C 1 x HDMI ; 1 x RJ45 1 x Headphone/Microphone combo audio jack 1 x SATA3 (no cable),,4GB DDR4 2666Mhz,,,,,,14 inches,,,,,32.4 x 22.59 x 1.99 cm (W x D x H)	,,,,0,,1.47 kg,,,,,,16.190.000,,,Tấm nền IPS,,,,,,,3 Cell Int (41.04Wh),,,,,,,,,v4.2,,,,,,,,Windows 10 Home SL ,0,,,Không,0,,,,,,,,,Intel Core i5 1135G7-2.4Ghz upto 4.2Ghz 8Mb Cache,,,, 802.11 ac,,,,17.590.000,,,,,,Realtek High Definition Audio,,,,,,,0,,,0,,,,https://cellphones.com.vn/laptop-hp-240-g8-3d0e1pa.html,4GB,HD 720p ,,,,,,,,,,,,,Có,Ổ cứng SSD,,,,"Màn hình chống loá, 250 nits, 45% NTSC",,,,,Laptop HP 240 G8 3D0E1PA,,,,,,,,,,,,,,,,,,,256GB SSD PCIe (M.2 2280)
